OWNERID,ADOPTIONNUMBER,ANIMALID,ANIMALNAME,BASECOLOURID,BREEDID,BREEDNAME,DATEOFBIRTH,SEX,COMBITESTRESULT,FLVRESULT,DECLAWED,SHELTERLOCATION,DATEBROUGHTIN,MOSTRECENTENTRYDATE,ANIMALAGE,WEIGHT
737,1679,507,Mina,3,261,Domestic Short Hair,6/10/14,0,1,1,0,3,1/13/15,1/13/15,6 years 11 months.,5.39
17967,25149,13408,Brody,68,261,Domestic Short Hair,5/5/21,1,1,1,0,8,5/5/22,5/5/22,1 year 0 months.,9.2
7564,11025,1127,Dolley (LaLa),64,261,Domestic Short Hair,12/30/15,0,1,1,0,5,3/9/16,8/15/18,5 years 4 months.,10.77
1231,3153,1127,Dolley (LaLa),64,261,Domestic Short Hair,12/30/15,0,1,1,0,5,3/9/16,8/15/18,5 years 4 months.,10.77
993,25041,13228,Birthday Bear,102,261,Domestic Short Hair,3/10/22,0,1,1,0,34,3/24/22,3/24/22,18 weeks.,2.4
17888,25031,13296,Baked Potato,68,243,Domestic Long Hair,12/22/21,1,1,1,0,9,4/14/22,4/14/22,6 months.,6.3
18016,25214,13459,Funnel Weaver,68,261,Domestic Short Hair,2/21/22,1,1,1,0,32,5/14/22,5/14/22,21 weeks.,3.5
16013,22518,12013,Geri the Repairman (Stella),68,261,Domestic Short Hair,5/10/21,0,1,1,0,31,6/28/21,6/28/21,8 months.,2.8
14141,20036,10946,Cold Snap,64,243,Domestic Long Hair,9/22/20,0,1,1,0,19,12/23/20,12/23/20,8 months.,3.8
16392,23110,12489,Five Star,63,261,Domestic Short Hair,7/7/21,1,1,1,0,34,8/25/21,8/25/21,8 months.,2.3
15231,21340,11184,William Blake,68,261,Domestic Short Hair,2/1/19,1,1,2,0,35,2/1/21,2/1/21,2 years 4 months.,14.3
17948,25119,13492,Toadshade Trillium (Finn),69,252,Domestic Medium Hair,10/29/21,1,1,1,0,9,5/18/22,5/18/22,8 months.,7.1
17884,25022,13227,Baby Hugs Bear (Conquer),68,261,Domestic Short Hair,3/10/22,1,1,1,0,19,3/24/22,3/24/22,18 weeks.,2.8
15894,22319,11797,Whiskey Biz,74,261,Domestic Short Hair,3/23/21,0,1,1,0,32,5/18/21,5/18/21,8 months.,2.9
14242,19965,10429,Boca (Willa),3,261,Domestic Short Hair,9/22/18,0,1,1,0,9,9/22/20,9/22/20,2 years 10 months.,7.5
7894,11262,6028,Cupcake,96,261,Domestic Short Hair,4/20/18,0,1,1,0,10,10/9/18,11/28/18,2 years 9 months.,8.16
7500,10735,6028,Cupcake,96,261,Domestic Short Hair,4/20/18,0,1,1,0,10,10/9/18,11/28/18,2 years 9 months.,8.16
17717,25018,13229,Friend Bear (Cricket),74,261,Domestic Short Hair,3/10/22,1,1,1,0,19,3/24/22,3/24/22,18 weeks.,2.5
13989,19676,9361,Cutiefly,97,261,Domestic Short Hair,4/29/20,0,1,1,0,34,5/27/20,10/29/20,1 year 0 months.,5.8
12126,17277,9361,Cutiefly,97,261,Domestic Short Hair,4/29/20,0,1,1,0,34,5/27/20,10/29/20,1 year 0 months.,5.8
15144,21226,11083,Butterbean,81,261,Domestic Short Hair,1/26/19,0,2,1,0,10,1/29/21,3/30/21,2 years 4 months.,8.7
14664,20552,11083,Butterbean,81,261,Domestic Short Hair,1/26/19,0,2,1,0,10,1/29/21,3/30/21,2 years 4 months.,8.7
9630,18302,9764,Sour Patch Kid,67,261,Domestic Short Hair,7/9/20,1,1,1,0,35,7/10/20,7/10/20,8 months.,2.2
15702,22045,11844,Ultimate Grey,69,252,Domestic Medium Hair,4/8/21,1,1,1,0,34,5/20/21,5/20/21,8 months.,2.7
12851,18104,10093,Houdini,3,261,Domestic Short Hair,8/20/18,1,2,1,0,8,8/20/20,8/20/20,2 years 0 months.,10.9
14834,23911,12798,Pumpkin Pie,69,261,Domestic Short Hair,11/10/19,1,1,1,0,10,11/10/21,11/10/21,2 years 1 month.,9.9
17663,25579,13541,Adele Dazeem,90,261,Domestic Short Hair,4/15/22,0,1,1,0,32,5/27/22,5/27/22,13 weeks.,2.45
15289,21398,10729,Brek Stonehoof,79,261,Domestic Short Hair,3/6/20,0,1,1,0,10,11/6/20,5/7/21,1 year 3 months.,8.8
13779,19619,10729,Brek Stonehoof,79,261,Domestic Short Hair,3/6/20,0,1,1,0,10,11/6/20,5/7/21,1 year 3 months.,8.8
18036,25278,13498,Cutleaf Tootwort,69,261,Domestic Short Hair,3/31/22,1,1,1,0,34,5/19/22,5/19/22,15 weeks.,2.7
17735,25205,13220,Wish Bear,3,261,Domestic Short Hair,3/10/22,1,1,1,0,34,3/24/22,3/24/22,18 weeks.,2.9
12915,18585,9771,Sour Punch,1,261,Domestic Short Hair,7/10/19,1,0,0,0,24,7/10/20,7/10/20,1 year 2 months.,0
11949,23348,12544,Vulcan,89,243,Domestic Long Hair,7/19/21,1,1,1,0,34,8/30/21,8/30/21,8 months.,3.3
15834,22248,12079,Brian,63,243,Domestic Long Hair,4/13/21,1,1,1,0,31,7/2/21,7/2/21,8 months.,3
17928,25078,13214,Love-A-Lot Bear,68,261,Domestic Short Hair,3/13/22,1,1,1,0,34,3/24/22,3/24/22,18 weeks.,2.9
14485,20539,11126,Cadmium Orange,69,261,Domestic Short Hair,12/28/20,1,1,1,0,32,2/1/21,2/1/21,8 months.,3.2
12238,19779,10889,Frosty the Snowman,79,261,Domestic Short Hair,8/24/20,1,1,1,0,35,12/8/20,12/8/20,8 months.,4.4
16811,23644,12733,Snidely Whiplash,3,261,Domestic Short Hair,9/1/21,1,1,1,0,32,10/22/21,10/22/21,8 months.,3.4
18151,25474,13584,Billy Hargrove,69,261,Domestic Short Hair,4/15/22,1,1,1,0,32,6/8/22,6/8/22,13 weeks.,2.9
10235,21638,11823,Americone Dream,62,261,Domestic Short Hair,3/16/21,1,1,1,0,32,5/18/21,5/18/21,8 months.,2.8
16238,22865,12322,Whisperwall Kupdi Koop,3,261,Domestic Short Hair,5/5/21,1,1,1,0,32,8/12/21,8/12/21,8 months.,3.6
11835,16832,9216,Delphine (Betsy),3,261,Domestic Short Hair,5/14/19,0,1,1,0,10,5/18/20,5/18/20,1 year 2 months.,10.67
18203,25599,13333,Cheech,1,261,Domestic Short Hair,4/19/22,1,1,1,0,34,4/20/22,4/20/22,13 weeks.,2.5
13041,18347,9765,WarHead,1,261,Domestic Short Hair,7/9/20,1,1,1,0,35,7/10/20,7/10/20,8 months.,2.1
17440,25258,13516,Catterina,64,261,Domestic Short Hair,8/23/21,0,1,1,0,19,5/23/22,5/23/22,9 months.,8
17569,24621,8779,Alexia,69,261,Domestic Short Hair,1/30/09,0,1,1,1,16,2/1/20,1/20/22,13 years 2 months.,9.1
11033,15760,8779,Alexia,69,261,Domestic Short Hair,1/30/09,0,1,1,1,16,2/1/20,1/20/22,13 years 2 months.,9.1
15537,21873,11835,Saint Denis,96,261,Domestic Short Hair,5/19/19,1,1,1,0,10,6/1/21,6/1/21,2 years 1 month.,10.2
17880,25699,13648,Sparrow,68,261,Domestic Short Hair,4/25/22,0,1,1,0,32,6/16/22,6/16/22,12 weeks.,3.3
16471,23327,12293,Pom Pom,107,319,Snowshoe Mix,7/30/20,0,1,1,0,19,8/16/21,8/16/21,1 year 2 months.,7
15843,22264,12015,Molly,6,261,Domestic Short Hair,4/19/21,0,1,1,0,31,6/28/21,6/28/21,8 months.,2.3
16402,23146,12404,Rover,63,252,Domestic Medium Hair,8/12/19,0,1,1,0,9,9/1/21,9/1/21,2 years 1 month.,5.9
364,907,317,Mighty Mouse,68,261,Domestic Short Hair,6/8/14,1,1,1,0,4,9/19/14,9/19/14,7 years 0 months.,0
15185,21187,11122,Grant Wood,68,261,Domestic Short Hair,2/2/19,1,1,1,0,34,2/1/21,2/1/21,2 years 2 months.,13.3
71,117,59,Lady Edith,84,315,Siamese Mix,6/1/10,0,1,0,0,15,1/18/14,1/18/14,7 years 7 months.,0
14632,20561,11127,Raw Umber,1,261,Domestic Short Hair,12/28/20,0,1,1,0,32,2/1/21,2/1/21,8 months.,3
16517,23264,12521,Braun,63,261,Domestic Short Hair,5/10/21,1,1,1,0,34,8/30/21,8/30/21,8 months.,5.1
5409,24001,12913,Cream of Mushroom (Creamsickle),74,261,Domestic Short Hair,7/15/21,1,1,1,0,10,12/17/21,12/17/21,8 months.,5.5
364,11732,6182,Ralph,1,261,Domestic Short Hair,4/30/17,1,1,1,0,10,11/27/18,11/27/18,4 years 1 month.,13.47
13479,19049,10346,Fort Clark Spring,68,252,Domestic Medium Hair,7/29/20,1,1,1,0,35,9/9/20,9/9/20,8 months.,1.3
10392,23097,12524,Branco,3,261,Domestic Short Hair,4/12/21,1,1,1,0,3,9/6/21,9/6/21,8 months.,6.2
364,996,311,Pesto,98,261,Domestic Short Hair,4/10/14,1,1,1,0,4,9/9/14,9/9/14,7 years 2 months.,0
13543,19125,10263,Robstown,69,261,Domestic Short Hair,8/15/20,1,1,1,0,35,9/9/20,9/9/20,8 months.,2.4
15548,21793,11700,Loba,85,261,Domestic Short Hair,3/23/21,0,1,1,0,32,5/4/21,5/4/21,8 months.,2.9
17133,24041,12927,Yule Cat (Jojo),63,261,Domestic Short Hair,6/8/20,1,1,1,0,9,12/17/21,12/17/21,1 year 6 months.,10.7
17019,23923,12843,Kitzmis Garland,6,261,Domestic Short Hair,12/25/16,0,1,1,0,9,11/23/21,11/23/21,4 years 11 months.,7.8
14563,20642,11259,Daria,81,243,Domestic Long Hair,12/29/20,0,1,1,0,32,2/23/21,2/23/21,8 months.,2.6
17032,24021,12839,Atticus Caticus,63,261,Domestic Short Hair,5/15/21,1,1,2,0,19,11/15/21,11/15/21,8 months.,6.7
17154,24070,12903,Amor,1,261,Domestic Short Hair,10/20/21,0,1,1,0,19,12/1/21,12/1/21,8 months.,3.3
15901,22336,11917,Poof Ninja,3,243,Domestic Long Hair,6/7/16,0,1,1,1,8,6/7/21,6/7/21,5 years 1 month.,12.3
17371,24352,12955,Goofy Grape,68,261,Domestic Short Hair,12/20/16,1,1,1,0,11,12/27/21,12/27/21,5 years 2 months.,11
12150,19838,9994,Wrangler,1,261,Domestic Short Hair,5/7/20,1,1,2,0,5,8/18/20,11/10/20,1 year 2 months.,9.5
13019,18546,9994,Wrangler,1,261,Domestic Short Hair,5/7/20,1,1,2,0,5,8/18/20,11/10/20,1 year 2 months.,9.5
16860,23921,12787,Cheese Coney,89,261,Domestic Short Hair,2/1/21,0,1,1,0,34,11/9/21,11/9/21,10 months.,7.9
10399,14968,8360,Adolphus,3,252,Domestic Medium Hair,1/1/19,1,1,1,0,2,11/8/19,11/8/19,1 year 0 months.,9
13298,18826,10241,Cross Plains,74,261,Domestic Short Hair,8/5/20,1,1,1,0,35,9/9/20,9/9/20,20 weeks.,2.3
15511,24020,11963,Tallulah Belle (Clio),74,261,Domestic Short Hair,4/29/21,0,1,1,0,10,6/17/21,6/17/21,10 months.,5.5
10349,23777,11822,Zuko,74,261,Domestic Short Hair,5/16/11,1,1,1,0,2,5/23/21,5/23/21,10 years 6 months.,11.4
13814,22706,12393,Norman Bates,91,261,Domestic Short Hair,2/28/21,1,1,1,0,32,8/12/21,8/12/21,8 months.,6.7
16556,23310,12457,Belletokia,64,261,Domestic Short Hair,7/19/21,0,1,1,0,19,8/23/21,8/23/21,8 months.,2.2
15681,22048,5141,Snickerbun,6,261,Domestic Short Hair,2/28/18,0,1,1,0,2,6/20/18,6/23/21,3 years 4 months.,10.3
6729,9407,5141,Snickerbun,6,261,Domestic Short Hair,2/28/18,0,1,1,0,2,6/20/18,6/23/21,3 years 4 months.,10.3
12957,18604,10276,Wickett,82,261,Domestic Short Hair,7/1/20,0,1,1,0,11,9/9/20,9/9/20,11 months.,3.3
16012,22526,11646,Spicy Papaya,3,261,Domestic Short Hair,3/29/21,1,1,1,0,31,4/25/21,4/25/21,8 months.,4.6
16149,22820,12326,Crossword Puzzle,3,261,Domestic Short Hair,4/19/21,0,1,1,0,31,8/9/21,8/9/21,8 months.,2.6
12150,19839,9995,PT Cruiser,1,261,Domestic Short Hair,5/7/20,1,1,2,0,5,8/18/20,8/18/20,1 year 2 months.,8.9
16115,22827,12351,Abby Day,96,261,Domestic Short Hair,4/15/21,0,1,1,0,32,8/5/21,8/5/21,8 months.,2.6
17982,25159,13224,Funshine Bear,74,261,Domestic Short Hair,3/24/20,0,1,1,0,5,3/24/22,3/24/22,2 years 2 months.,6.6
17747,25526,13509,Spring Beauty,74,243,Domestic Long Hair,5/20/21,0,1,1,0,3,5/19/22,7/4/22,1 year 2 months.,6.6
10053,19738,9811,Sir Scruffy of Stewart,1,252,Domestic Medium Hair,7/15/14,1,2,1,0,19,7/14/20,10/20/20,7 years 0 months.,12.1
13341,18865,9811,Sir Scruffy of Stewart,1,252,Domestic Medium Hair,7/15/14,1,2,1,0,19,7/14/20,10/20/20,7 years 0 months.,12.1
5174,6383,3705,Queenie (Miss Lemon),65,261,Domestic Short Hair,7/1/17,0,1,1,0,4,8/22/17,8/22/17,3 years 11 months.,2.92
12096,19186,9984,Elantra (Clara),1,261,Domestic Short Hair,8/5/19,0,1,2,0,5,8/5/20,8/5/20,1 year 11 months.,6.1
6865,9817,3111,Thelma,63,261,Domestic Short Hair,5/31/10,0,1,1,0,15,6/23/17,7/25/17,10 years 11 months.,9.54
4720,5683,3111,Thelma,63,261,Domestic Short Hair,5/31/10,0,1,1,0,15,6/23/17,7/25/17,10 years 11 months.,9.54
9643,15408,8620,Mittens (Marvel),3,243,Domestic Long Hair,9/27/19,0,1,1,0,31,12/30/19,12/30/19,1 year 2 months.,2.95
13862,19595,9985,Altima (Stacey),1,261,Domestic Short Hair,6/24/20,0,1,2,0,31,8/5/20,8/5/20,1 year 8 months.,4.9
10389,25507,13589,Nancy Wheeler,74,243,Domestic Long Hair,3/24/22,0,1,1,0,32,6/8/22,6/8/22,16 weeks.,3.2
4978,6036,3332,Tesla,74,261,Domestic Short Hair,4/29/17,0,1,1,0,4,7/8/17,7/8/17,4 years 4 months.,4.44
12833,18073,9779,Norris,96,261,Domestic Short Hair,6/12/20,1,1,1,0,35,7/8/20,7/8/20,8 months.,2
6202,21148,11342,Mona,81,261,Domestic Short Hair,10/3/20,0,1,1,0,11,3/9/21,3/9/21,8 months.,6
14862,20776,11453,Thermonuclear Roman Candle,69,261,Domestic Short Hair,3/16/20,1,1,1,0,16,3/16/21,3/16/21,1 year 3 months.,9.1
16844,23696,12661,Dawn Green,62,261,Domestic Short Hair,7/22/21,0,1,1,0,32,10/6/21,10/6/21,8 months.,4.1
13767,19428,10643,Pintail,74,261,Domestic Short Hair,9/7/20,1,1,1,0,35,10/27/20,10/27/20,8 months.,3.2
4630,24624,13115,Calathea,66,261,Domestic Short Hair,2/19/21,0,1,1,0,19,2/19/22,2/19/22,1 year 1 month.,7.5
4630,24625,13117,Peperomia,68,261,Domestic Short Hair,6/19/21,0,1,1,0,19,2/19/22,2/19/22,9 months.,7.2
16382,24909,13097,Dolce,67,261,Domestic Short Hair,2/18/10,1,1,1,0,24,2/18/22,2/18/22,12 years 2 months.,8.8
13465,19034,10336,Monte Alto,6,252,Domestic Medium Hair,8/25/20,0,1,1,0,35,9/9/20,9/9/20,8 months.,2.39375
13888,19592,10793,Flit,96,261,Domestic Short Hair,7/28/20,1,1,1,0,35,11/19/20,11/19/20,8 months.,4.8
6297,24891,10203,Catriona,1,243,Domestic Long Hair,9/2/14,0,1,1,0,5,9/3/20,2/18/22,7 years 8 months.,8.4
15397,21579,10203,Catriona,1,243,Domestic Long Hair,9/2/14,0,1,1,0,5,9/3/20,2/18/22,7 years 8 months.,8.4
16339,22984,12280,Mixxie Merri,74,261,Domestic Short Hair,7/27/20,0,1,1,0,10,8/2/21,8/2/21,1 year 1 month.,11.6
16650,23487,12734,Rolo,75,261,Domestic Short Hair,10/22/20,0,1,1,0,10,10/22/21,10/22/21,1 year 0 months.,6.2
14066,23967,12795,Kronk,68,261,Domestic Short Hair,8/1/21,1,1,1,0,32,11/9/21,11/9/21,8 months.,5
16550,23322,12547,Abbey Road,74,261,Domestic Short Hair,4/1/21,0,1,1,0,19,9/9/21,9/9/21,8 months.,6.3
8706,17755,9616,Guillermo,3,252,Domestic Medium Hair,9/23/19,1,1,1,0,19,6/29/20,6/29/20,10 months.,8.7
13207,18720,10384,Tuke,69,261,Domestic Short Hair,7/14/20,1,2,1,0,35,9/17/20,9/17/20,8 months.,2.8
1327,23898,12641,Arlene Fowler,3,261,Domestic Short Hair,12/1/20,0,1,1,0,10,10/15/21,10/15/21,1 year 0 months.,5.5
15240,21440,11721,Omelet,74,252,Domestic Medium Hair,2/11/21,1,1,1,0,32,5/6/21,5/6/21,8 months.,3.7
15965,22463,11796,Urban Bourbon (Whiskey),90,261,Domestic Short Hair,4/6/21,1,1,1,0,32,5/18/21,5/18/21,8 months.,3.4
17344,24292,12842,Matcha (Mercury),62,243,Domestic Long Hair,8/10/21,1,1,1,0,10,11/18/21,2/10/22,8 months.,6
17021,23958,12842,Matcha (Mercury),62,243,Domestic Long Hair,8/10/21,1,1,1,0,10,11/18/21,2/10/22,8 months.,6
9974,18329,9766,Jolly Rancher,68,261,Domestic Short Hair,7/9/20,0,1,1,0,35,7/10/20,7/10/20,8 months.,2
16247,22881,12055,Movie Poster,74,261,Domestic Short Hair,6/30/20,0,1,1,0,2,7/14/21,7/14/21,1 year 1 month.,8.3
4130,11366,5408,Ophie,62,261,Domestic Short Hair,6/12/18,0,1,1,0,23,7/26/18,7/26/18,3 years 2 months.,5.73
4138,22830,11455,Finn McCool,3,261,Domestic Short Hair,3/16/11,1,2,1,0,19,3/18/21,3/18/21,10 years 5 months.,10
8621,22489,12110,Glassmine (Rory),97,261,Domestic Short Hair,5/13/21,0,1,1,0,31,7/8/21,7/8/21,8 months.,3.4
16918,24139,12887,Mary Berry,94,261,Domestic Short Hair,11/1/16,0,1,1,0,8,11/30/21,11/30/21,5 years 2 months.,10.5
13534,19111,9798,Egon,74,261,Domestic Short Hair,7/14/20,1,1,1,0,35,7/14/20,7/14/20,8 months.,3.9
13400,19040,10310,Fruitvale,6,252,Domestic Medium Hair,7/15/20,0,1,1,0,35,9/9/20,9/9/20,8 months.,4
17614,24651,13048,Jalapeno,1,261,Domestic Short Hair,8/31/21,0,1,1,0,19,2/5/22,2/5/22,8 months.,3.2
15970,22457,12286,Cinnabunny,6,261,Domestic Short Hair,5/10/21,0,1,1,0,32,7/9/21,7/9/21,8 months.,3.2
13358,18876,10075,Eamon,68,261,Domestic Short Hair,7/31/20,1,1,1,0,35,8/14/20,8/14/20,8 months.,2.2
14454,20279,11064,Elsie,65,261,Domestic Short Hair,7/14/20,0,1,1,0,9,1/20/21,1/20/21,8 months.,5.7
18262,25617,13751,Mini,62,261,Domestic Short Hair,7/2/21,0,1,1,0,9,7/2/22,7/2/22,1 year 0 months.,6.9
13203,18729,10318,Buford (Paco),1,261,Domestic Short Hair,4/9/20,1,1,1,0,2,9/9/20,9/9/20,1 year 9 months.,6.2
17677,24696,11742,Otto Toons,79,261,Domestic Short Hair,5/10/19,1,2,1,0,2,5/13/21,5/13/21,2 years 11 months.,16.4
17780,24820,13287,Airbender (Misty),3,261,Domestic Short Hair,4/13/20,0,1,1,0,5,4/13/22,4/13/22,2 years 0 months.,7.6
15031,21027,11405,Callisto,62,252,Domestic Medium Hair,3/9/18,0,1,1,0,34,3/12/21,3/12/21,3 years 1 month.,6.6
14726,24176,12767,Plastique,74,252,Domestic Medium Hair,5/28/21,0,1,1,0,8,11/11/21,11/11/21,8 months.,7.3
17335,24278,12973,Doily (Kaiso),6,261,Domestic Short Hair,12/31/20,0,1,1,0,3,1/5/22,1/5/22,1 year 4 months.,9.1
16076,22591,12218,Delia,3,261,Domestic Short Hair,6/3/21,0,1,1,0,32,7/22/21,7/22/21,8 months.,2.2
14973,21113,11321,Sotto,68,252,Domestic Medium Hair,3/3/19,1,1,1,0,10,3/11/21,3/11/21,2 years 1 month.,10.9
14160,20034,10919,Latke,63,252,Domestic Medium Hair,10/22/20,0,1,1,0,34,12/10/20,12/10/20,8 months.,2.6
16468,23201,12465,Banana Joe (Jiren),62,261,Domestic Short Hair,6/15/21,1,1,1,0,32,8/24/21,8/24/21,8 months.,4.1
10148,14842,8202,Fluffy (Blanket),68,261,Domestic Short Hair,6/24/19,0,1,1,0,33,10/22/19,10/22/19,2 years 0 months.,4.64
18299,25731,13752,Purr-dy,82,252,Domestic Medium Hair,7/2/21,0,1,1,0,9,7/2/22,7/2/22,1 year 0 months.,6.9
18089,25369,13499,Blue Violet,1,261,Domestic Short Hair,3/31/22,0,1,1,0,34,5/19/22,5/19/22,15 weeks.,2.1
16634,24822,13116,Gloxinia,90,261,Domestic Short Hair,6/19/21,0,1,2,0,35,2/19/22,2/19/22,10 months.,7.1
14174,19929,10943,Streamer,69,261,Domestic Short Hair,9/13/20,1,1,1,0,35,12/23/20,12/23/20,8 months.,4.1
6683,23467,12496,Homer Ledford,68,261,Domestic Short Hair,6/10/21,1,1,1,0,32,8/26/21,8/26/21,8 months.,3.4
17786,24823,13261,Comet Moth,3,261,Domestic Short Hair,4/6/17,1,2,1,0,5,4/6/22,4/6/22,5 years 0 months.,13.5
18081,25357,13517,Virginia Bluebell,62,243,Domestic Long Hair,5/23/20,0,1,1,0,9,5/23/22,5/23/22,2 years 1 month.,7.2
12954,19359,10342,Port Isabel,3,261,Domestic Short Hair,9/9/19,0,1,1,0,2,9/9/20,9/9/20,1 year 11 months.,7.3
15333,21855,11659,Glacier Bear,84,243,Domestic Long Hair,4/1/21,1,1,1,0,32,4/28/21,4/28/21,8 months.,2.7
13447,18979,10513,Cordy (Bernadette),68,261,Domestic Short Hair,9/21/14,0,0,0,0,24,10/5/20,10/5/20,6 years 1 month.,4.65
15617,23608,12675,Jaws,3,243,Domestic Long Hair,8/5/21,1,1,1,0,32,10/6/21,10/6/21,8 months.,3.8
15016,21025,11399,Phobos,62,261,Domestic Short Hair,9/9/19,1,1,1,0,3,3/14/21,3/14/21,1 year 6 months.,7.1
14427,20765,11006,Folklore,87,261,Domestic Short Hair,12/21/20,0,1,1,0,19,1/11/21,1/11/21,8 months.,2.5
17286,24234,12982,Goosefuzz (Rufus),74,252,Domestic Medium Hair,9/3/21,1,1,1,0,8,1/12/22,1/12/22,8 months.,6
10389,14924,7719,Michele (Pearl),79,252,Domestic Medium Hair,4/30/19,0,1,1,0,35,9/17/19,9/17/19,2 years 3 months.,6.33
14660,20563,11248,Jinx,84,315,Siamese Mix,8/17/18,1,2,1,0,9,2/17/21,2/17/21,2 years 7 months.,10.6
13486,19340,10496,Jamie,79,252,Domestic Medium Hair,9/3/20,1,1,1,0,35,10/1/20,10/1/20,8 months.,2.5
16359,23014,12230,Great White,75,261,Domestic Short Hair,5/14/21,1,1,1,0,31,7/27/21,7/27/21,8 months.,4.8
15804,23922,12710,Scallop,6,261,Domestic Short Hair,6/1/21,0,1,1,0,19,10/13/21,10/13/21,8 months.,3.4
14542,20353,11113,Dada,79,261,Domestic Short Hair,12/8/20,1,1,1,0,19,2/1/21,2/1/21,6 months.,4.1
14918,20854,11095,Dream Boat,67,252,Domestic Medium Hair,9/28/20,1,1,1,0,32,2/19/21,2/19/21,8 months.,6
16937,23841,12763,Dizzy,90,252,Domestic Medium Hair,10/28/20,0,2,1,0,2,11/15/21,11/30/21,1 year 1 month.,7.8
16888,23768,12763,Dizzy,90,252,Domestic Medium Hair,10/28/20,0,2,1,0,2,11/15/21,11/30/21,1 year 1 month.,7.8
16022,22498,12009,Rocky Gibraltar (Nadja),6,261,Domestic Short Hair,5/17/21,0,1,1,0,32,6/28/21,6/28/21,8 months.,2.6
15754,22107,11936,Boss Bass,2,252,Domestic Medium Hair,6/14/19,1,1,1,0,10,6/14/21,8/13/21,2 years 2 months.,9.1
16117,22682,11936,Boss Bass,2,252,Domestic Medium Hair,6/14/19,1,1,1,0,10,6/14/21,8/13/21,2 years 2 months.,9.1
16374,23636,12737,Molly,6,261,Domestic Short Hair,4/23/20,0,1,1,0,34,10/22/21,10/22/21,1 year 6 months.,8.5
17014,23930,12804,Toffee,81,261,Domestic Short Hair,3/10/21,0,1,1,0,10,11/10/21,11/10/21,9 months.,6.8
15046,21024,11365,Bill Tench,74,243,Domestic Long Hair,3/7/20,1,1,1,0,19,3/10/21,3/10/21,1 year 1 month.,8.6
9184,13232,6570,Alberta,6,261,Domestic Short Hair,1/3/13,0,1,1,0,3,1/25/19,1/25/19,7 years 3 months.,10.8
14226,19980,10962,Flapper,81,261,Domestic Short Hair,8/1/20,0,1,1,0,35,1/1/21,1/1/21,8 months.,5.5
13597,19221,10605,Freud,68,252,Domestic Medium Hair,7/14/20,1,1,1,0,35,10/23/20,10/23/20,8 months.,4.4
15889,22359,11642,Mango GoGo,81,261,Domestic Short Hair,4/26/19,0,1,1,0,19,4/25/21,4/25/21,2 years 3 months.,7.5
6505,9008,4806,Thunder (Jake),1,261,Domestic Short Hair,4/17/17,1,1,1,0,10,4/27/18,4/27/18,2 years 3 months.,8.4
17361,24299,12989,Super Donkey Burrito,1,261,Domestic Short Hair,7/14/21,1,1,1,0,19,1/15/22,1/15/22,8 months.,7.1
7966,21766,11362,Wisenheimer,79,261,Domestic Short Hair,3/7/11,1,2,1,0,17,3/8/21,3/8/21,10 years 5 months.,8.5
13758,19385,10640,Gadwall,62,261,Domestic Short Hair,9/7/20,1,1,1,0,35,10/27/20,10/27/20,8 months.,2.5
14747,20630,10177,McGregor,89,261,Domestic Short Hair,8/3/20,1,1,1,0,19,8/31/20,1/6/21,10 months.,7.7
13969,19659,10177,McGregor,89,261,Domestic Short Hair,8/3/20,1,1,1,0,19,8/31/20,1/6/21,10 months.,7.7
11227,24272,13052,Sesame Seed,74,261,Domestic Short Hair,12/31/20,0,0,0,0,24,2/6/22,2/6/22,1 year 1 month.,8
16416,23119,12325,Jackie Daytona,106,315,Siamese Mix,8/2/13,1,1,1,0,10,8/11/21,8/11/21,8 years 1 month.,9
15764,22209,11531,Charlie Sheen,3,252,Domestic Medium Hair,4/1/19,1,1,1,0,31,4/7/21,4/7/21,2 years 3 months.,13.2
13669,21419,11620,Trillian Astra,65,261,Domestic Short Hair,3/9/21,0,1,1,0,19,4/20/21,4/20/21,8 months.,2.7
8681,21508,11631,Sailing Monkey,3,261,Domestic Short Hair,4/22/20,1,1,1,0,10,4/24/21,4/24/21,1 year 1 month.,11.1
17321,24259,12992,Queen Bee,74,261,Domestic Short Hair,10/18/21,0,1,1,0,34,1/12/22,1/12/22,8 months.,3.9
16578,23357,12338,Cecilia Parekh,1,261,Domestic Short Hair,6/24/21,0,1,1,0,32,8/5/21,8/5/21,8 months.,4.6
15062,21044,11431,Bill Nye,79,252,Domestic Medium Hair,9/3/19,1,1,1,0,2,3/17/21,3/17/21,1 year 8 months.,9.9
16619,23421,12706,Honeylocust,68,261,Domestic Short Hair,4/13/20,0,1,1,0,10,10/12/21,10/12/21,1 year 6 months.,8.2
13294,18803,9977,Pink,69,261,Domestic Short Hair,8/1/20,1,1,1,0,35,8/2/20,8/2/20,8 months.,1.9
7075,21875,11718,Ubisoft,3,261,Domestic Short Hair,4/14/21,0,1,1,0,32,5/5/21,5/5/21,8 months.,2
16108,22651,12027,Barbie,99,261,Domestic Short Hair,5/3/21,0,1,1,0,19,6/28/21,6/28/21,8 months.,2.3
12914,23862,12905,Oregano,68,243,Domestic Long Hair,12/6/20,1,0,0,0,24,12/6/21,12/6/21,1 year 0 months.,7.3
9222,24166,10707,Han Solo,69,261,Domestic Short Hair,10/14/14,1,2,1,0,19,11/10/20,5/12/21,7 years 3 months.,12.5
